,sequence,labels,scores
937,I hope this message finds you well. I am interested in exploring digital strategies to enhance our brand growth. Could you provide guidance on effective methods to boost our online presence and interaction with our audience?,"['high', 'medium', 'low']","[0.5528895258903503, 0.3163963854312897, 0.1307140588760376]"
938,"Greetings from Customer Support. We have noted that you are experiencing errors in the billing system, which have resulted in incorrect charges across multiple products, affecting your subscription access. The issue might be due to a problem with the recent system integration updates. Despite your efforts to resolve the issue by reviewing transaction logs and contacting customer support, the problem persists. We would be greatly appreciative if you could look into this matter and provide a solution at your earliest convenience. Please inform us if you need any additional information from you.","['high', 'medium', 'low']","[0.4596344530582428, 0.30766260623931885, 0.23270292580127716]"
939,Seeking enhancements to data analytics tools to improve investment optimization and integration across affected products. This will enable better decision-making and efficient portfolio management. An update on the potential implementation timeline would be greatly appreciated. Please contact <tel_num> with account number <acc_num> for further discussion.,"['high', 'medium', 'low']","[0.5117673873901367, 0.2940661907196045, 0.1941664218902588]"
940,"Customer Support, recently the investment analysis tool has become unresponsive when processing large datasets in Excel 2021. This may be due to memory overload or software compatibility issues. After restarting my PC, clearing the cache, and updating the software, the issue still persists. I would appreciate your assistance in resolving this matter, as it is impacting my work. Please let me know if there are any additional steps you need me to take and the information you require from me.","['high', 'low', 'medium']","[0.6166709065437317, 0.19367125630378723, 0.1896578073501587]"
941,"I am facing unanticipated charges related to my monthly subscription. I have reviewed my account configurations and the invoices, yet the issue remains unresolved. I believe there might be a discrepancy in the billing system. Could you assist me in addressing this situation?","['high', 'medium', 'low']","[0.6710289716720581, 0.17200741171836853, 0.15696357190608978]"
942,"I would like to request assistance with upgrading my Debian 10 installation to Debian 11 on my Lenovo ThinkPad X1 Carbon. My goal is to enhance the performance of my project management SaaS application, as I have been encountering lag and slow load times. Upgrading to Debian 11 is expected to address these issues. Could you provide me with a safe and effective upgrade procedure? Your guidance would be greatly appreciated. Thank you for your support.","['high', 'medium', 'low']","[0.5046918988227844, 0.31416431069374084, 0.18114376068115234]"
943,"Customer Support, kindly bring to your attention a pressing matter related to our recent digital campaign. Despite our efforts to optimize ad placements and messaging, the campaign continues to face significant performance issues. We suspect that server misconfigurations or software compatibility conflicts might be the root cause of the problem. After thoroughly analyzing the campaign metrics, the issue still persists. We would greatly appreciate your assistance in resolving this matter so that we can get the campaign back on track.","['high', 'low', 'medium']","[0.5522324442863464, 0.24262385070323944, 0.20514371991157532]"
944,"Greetings Customer Support, I hope this message finds you well. I am reaching out to inform you about an unforeseen issue with our digital campaign operations. The campaigns have ceased to function, and we are currently investigating whether the issue is related to a software conflict or a hardware problem. Despite our efforts to restart the systems, inspect connections, and update drivers, the problem still exists. These campaigns are essential for our business, and we need them to resume as quickly as possible. Could you please address this issue with urgency and provide guidance on how to fix it? We are eager to hear from you soon regarding this matter. Thank you for your assistance.","['high', 'low', 'medium']","[0.5095008611679077, 0.27708420157432556, 0.2134149670600891]"
945,"I am facing difficulties with medical data encryption, which has suddenly stopped working. It might be due to the outdated Kaspersky Internet Security. I have already restarted my laptop and updated the antivirus software, but the issue still continues. I would greatly appreciate your help in resolving this.","['high', 'medium', 'low']","[0.6520127654075623, 0.18157994747161865, 0.1664072722196579]"
946,We are facing challenges with data integration in financial analysis tools and scanners. It appears that recent software updates might have impacted the compatibility.,"['high', 'medium', 'low']","[0.5267890095710754, 0.29190871119499207, 0.18130232393741608]"
947,"Hello Customer Support, I am contacting you to request information regarding the integration capabilities of Sony Vegas Pro 18 with your project management software. Specifically, I am interested in knowing if there are plugins or APIs that can facilitate a smooth integration between the two systems. My goal is to enhance my workflow and boost team collaboration. Could you please furnish me with detailed information on the integration options, including any instructional materials that are available? I would greatly appreciate any assistance you can offer. Thank you for your time and help. I eagerly await your response.","['high', 'medium', 'low']","[0.5922972559928894, 0.23290908336639404, 0.17479372024536133]"
948,"I am encountering problems with Outlook synchronization, which might be related to recent Windows updates, as it led to the loss of some data. Despite restarting Outlook and verifying the server status, the problem continues.","['high', 'medium', 'low']","[0.5471928119659424, 0.2533200979232788, 0.19948707520961761]"
949,"Hello Customer Support, I am contacting you to address an issue with our digital campaigns that have suddenly stopped working. We are unable to pinpoint the reason behind this and suspect that integration issues might be the cause. Despite attempts to restart services and review configurations, the problem remains unresolved. We are seeking your help to address this quickly. Please inform us if you require further details from us. We appreciate your prompt attention to this matter and look forward to your response. Thank you for your assistance.","['high', 'low', 'medium']","[0.5380250811576843, 0.26287221908569336, 0.1991027146577835]"
950,"Dear Customer Support, I am reaching out to request detailed documentation on integrating Scikit-learn with Laravel 8 for investment analysis. I am currently working on a project that involves the use of machine learning algorithms for financial forecasting, and I believe Scikit-learn would be a valuable tool. However, I am encountering difficulties in finding resources on integrating it with Laravel 8. Could you please provide me with some documentation or guide me to a resource that can assist me with this? I would greatly appreciate any assistance you can offer. Specifically, I would like to understand the installation and configuration of Scikit-learn with Laravel 8, as well as how to utilize it for making predictions and data analysis. Thank you for your time and assistance. I look forward to your prompt response and assistance.","['high', 'medium', 'low']","[0.5422158241271973, 0.2700691819190979, 0.18771497905254364]"
951,I am contacting you to seek advice on the optimal methods for integrating Elasticsearch into our data analytics platform. Could you offer some insights on how to maximize performance and streamline data retrieval?,"['high', 'medium', 'low']","[0.49513065814971924, 0.3289624750614166, 0.17590682208538055]"
952,"Noted billing discrepancies in SaaS, with recent overcharges. These issues might be linked to recent system updates or payment gateway problems. Recalculated invoices and verified payment configurations, but the problems still exist.","['high', 'medium', 'low']","[0.7384287118911743, 0.15664464235305786, 0.10492661595344543]"
953,"Hello, I am contacting customer support to seek guidance on data analytics tools that are suitable for optimizing investment portfolios. I am currently exploring various software options but am finding the selection process to be quite daunting due to the extensive range of available tools. Could you offer me some advice or information on the most effective tools? I am particularly interested in features such as real-time data analysis, risk assessment, and portfolio diversification. Additionally, I would like to learn about the benefits of using data analytics tools to enhance my investment portfolio management. Please share any insights or recommendations you can provide. I eagerly await your response and thank you for your assistance.","['high', 'medium', 'low']","[0.590648353099823, 0.22255481779575348, 0.1867968589067459]"
954,"Here is a brief description of the issue: **Problem:** The data analytics dashboard is malfunctioning. **Details:** It is showing incorrect investment forecasts. **Reason:** Potentially, this is because of an outdated Microsoft Dynamics 365 integration. **Steps Taken:** Restarted the system and checked the TP-Link switch connections.","['high', 'low', 'medium']","[0.39671850204467773, 0.32765424251556396, 0.2756272852420807]"
955,I am keen on subscribing to your service and would like to know the available payment methods for new plans. Could you please provide details on the payment options you accept?,"['high', 'medium', 'low']","[0.5532566905021667, 0.24780286848545074, 0.1989404410123825]"
956,"Description: Investment data is not updating as expected. Possible causes: API connection problems or out-of-date software. Efforts made: Restarted equipment, reviewed network links, and confirmed API credentials.","['medium', 'high', 'low']","[0.3463149666786194, 0.3373875617980957, 0.3162975311279297]"
957,We are encountering challenges in boosting our brand's growth. The recent marketing campaigns have not generated the expected engagement.,"['high', 'medium', 'low']","[0.4378660023212433, 0.31418320536613464, 0.24795080721378326]"
958,I require help in securing medical information on Ubuntu 22.04 LTS and Microsoft Office 365. Could you please guide me on steps to maintain confidentiality and comply with regulations?,"['high', 'medium', 'low']","[0.5808579921722412, 0.277111679315567, 0.14203031361103058]"
959,"I am reaching out to seek information on the recommended security measures for safeguarding medical data on KVM-Switch equipment. Could you share details on the best practices for protecting sensitive medical information? I would greatly appreciate any insights into encryption techniques, access controls, and other security measures that can be applied to maintain the confidentiality and integrity of medical data.","['high', 'medium', 'low']","[0.5629727244377136, 0.2483115792274475, 0.18871565163135529]"
960,"Hello Customer Support, I am seeking guidance on optimizing my investments through the use of data analytics with QuickBooks tools. Could you provide information on how to leverage data analytics to make informed investment decisions? I would greatly appreciate any tips and resources you can share on integrating QuickBooks tools to streamline my investment analysis. Specifically, I am interested in learning about data visualization techniques and predictive modeling using QuickBooks data. I look forward to hearing back from you as we explore ways to enhance my investment strategies.","['high', 'medium', 'low']","[0.5380676984786987, 0.2771186828613281, 0.18481355905532837]"
961,"To Customer Support, I am sending this email to address an issue we are experiencing with our medical records access system. It has slowed down unexpectedly during the night, and we are unable to determine the cause. We believe it could be due to outdated software or a server overload. Our team has already attempted restarting the systems, checking for updates, and reaching out to our IT staff, but the problem remains unresolved. We would greatly appreciate your help in resolving this issue as soon as possible. Please inform us if there are any further actions we need to take to troubleshoot the issue or if you need more information from us. Thank you for your time and support.","['high', 'low', 'medium']","[0.45210152864456177, 0.31753963232040405, 0.23035883903503418]"
962,"Customer support, kindly request an update on the digital strategy templates utilized in client campaigns. The current templates are outdated and do not effectively promote brand growth. I believe an update would enhance the overall effectiveness of our campaigns. The new templates should include the latest trends and practices in digital marketing. This would enable us to better serve our clients and improve our services. I would appreciate it if you could look into this matter and provide an update at your earliest convenience. Thank you for your time.","['high', 'low', 'medium']","[0.502263069152832, 0.24966281652450562, 0.24807412922382355]"
963,"Respected Customer Support, I am contacting you to seek information about the data analytics services your organization provides for optimizing investments. As an investor, I am keen on making decisions based on data-driven insights. I am interested in knowing more about the types of services you offer, such as portfolio analysis, risk assessment, and performance tracking. Could you provide me with detailed information about the specific services you offer and how they can assist me in optimizing my investments? I am especially curious about your machine learning and artificial intelligence capabilities. Additionally, I would like to learn about any case studies or success stories you have with other clients. I am looking forward to your response and learning more about how your data analytics services can help me achieve my investment objectives. Thank you for your time and support.","['high', 'medium', 'low']","[0.5128915905952454, 0.2853163778781891, 0.20179207623004913]"
964,"Seeking guidance on integrating Avid Pro Tools SaaS with our project management solution. Could you provide details on the process, specific requirements, and any compatibility issues we should be aware of? Additionally, are there any tutorials or guides available to help walk us through the integration process? I am keen to learn more about the solution to help streamline our workflow and improve team collaboration. Please let me know about any resources or support available to assist with the integration.","['high', 'medium', 'low']","[0.5614736676216125, 0.2519013285636902, 0.18662503361701965]"
965,Can you offer comprehensive instructions for integrating BigCommerce with ClickUp for project management?,"['medium', 'high', 'low']","[0.46213653683662415, 0.3899178206920624, 0.1479456126689911]"
966,Please provide information on how data analytics services can optimize investments. This would greatly assist us in making well-informed decisions. We are interested in learning about the benefits these services can bring to our business. We look forward to your assistance and are waiting for your response.,"['high', 'medium', 'low']","[0.5907100439071655, 0.24342527985572815, 0.16586467623710632]"
967,"Inquiring about the digital strategies your company implements to boost brand growth. Could you provide specific details on the methods and techniques used to increase brand awareness and engagement? I am particularly interested in learning about the role of social media, content marketing, and influencer partnerships in your digital strategy. Additionally, I would appreciate information on how you measure the success of your digital initiatives and the metrics you use to evaluate their effectiveness. Thank you for your assistance, and I look forward to your response.","['high', 'medium', 'low']","[0.522165834903717, 0.25282227993011475, 0.2250119000673294]"
968,"Request to improve the integration of Cisco Webex Meetings with project management features to enhance user collaboration and productivity. This would enable teams to seamlessly manage projects and communicate effectively, ultimately leading to better outcomes and increased efficiency.","['high', 'medium', 'low']","[0.5198234915733337, 0.31874939799308777, 0.1614271104335785]"
969,"Customer Support, <br>A security breach has been identified in the hospital's systems, leading to the exposure of sensitive medical data. This might be due to outdated software vulnerabilities. <br>Initial efforts to address the issue, such as updating software and enhancing firewall protection, have not resolved the problem. <br>The breach poses a risk to patient confidentiality and requires urgent assistance to rectify the situation. <br>We would appreciate detailed information on the outdated software and the firewall protection measures that have been implemented so far, and we are ready to schedule a call at <tel_num> to discuss the next steps and provide guidance on resolving the issue and preventing future breaches.","['high', 'medium', 'low']","[0.558531641960144, 0.28273534774780273, 0.15873299539089203]"
970,"The data analytics dashboard was unable to load, which might be related to a MySQL database connection problem. I attempted to restart the MySQL server and verify the network connection, yet the issue remains unresolved. I would be grateful for prompt assistance in addressing this concern.","['high', 'medium', 'low']","[0.611037015914917, 0.21477501094341278, 0.1741880476474762]"
971,"Seeking assistance from customer support to inquire about securing medical data on the QNAP TS-453D NAS for hospital systems. Need guidance on implementing a secure and reliable storage solution that meets industry standards. Could you provide best practices and configurations to ensure the confidentiality, integrity, and availability of sensitive medical data? Appreciate any recommendations or resources that could help us achieve our goal. Thank you in advance for your assistance.","['high', 'medium', 'low']","[0.5732651352882385, 0.24968081712722778, 0.17705406248569489]"
972,"Customer Support, we are looking for insights and effective methods to enhance our digital strategies in order to grow our brand in the industry. We aim to increase our online presence and engage with our target audience. We would appreciate any guidance or recommendations you can provide. Thank you for your time and assistance. We look forward to hearing from you soon.","['high', 'low', 'medium']","[0.5406953692436218, 0.2313828319311142, 0.22792181372642517]"
973,The data analytics platform experienced a crash. Servers were restarted and system logs were reviewed.,"['high', 'medium', 'low']","[0.46936169266700745, 0.3609251379966736, 0.16971315443515778]"
974,Could you please improve the user notifications for task updates on the project management dashboard to enhance team coordination and productivity?,"['high', 'medium', 'low']","[0.5534574389457703, 0.3161226212978363, 0.13041988015174866]"
975,"Customer Support, please address the issue on my recent billing statement where I was unexpectedly charged for multiple software products, including Sophos Home and Microsoft Teams. This might be due to a billing error or duplicate charges. I have already checked my billing statements, but the issue remains unresolved. I would greatly appreciate it if you could look into correcting this billing error soon. Please let me know once the matter is resolved.","['high', 'medium', 'low']","[0.6008752584457397, 0.22299712896347046, 0.17612764239311218]"
976,"Dear Customer Support,\n\nI am writing to draw your attention to the necessity of implementing enhanced security protocols to safeguard medical data across all affected software and hardware systems. Given the sensitive nature of the medical information, it is imperative to take robust protective measures to prevent unauthorized access, breaches, and data loss.\n\nTo achieve this, it is crucial to conduct a thorough risk assessment to identify vulnerabilities within the current systems. Following this, we will implement advanced encryption technologies, secure authentication mechanisms, and regular software updates. Additionally, we will provide training to personnel on best practices for data handling and security.\n\nWe take this matter very seriously and will address it with urgency. Please let us know your availability for a discussion to further enhance the security of medical data.","['high', 'medium', 'low']","[0.7490242719650269, 0.15173709392547607, 0.09923864901065826]"
977,"Digital campaign metrics aren't syncing with PostgreSQL. The problem could be related to integration issues with Asana and Cisco Webex Meetings. After restarting OBS Studio and adjusting webcam settings, the issue remains unresolved.","['high', 'low', 'medium']","[0.5974676609039307, 0.22853881120681763, 0.1739935576915741]"
978,"Hello Customer Support, I am reaching out to highlight a problem with the project management software. During a virtual conference, the software malfunctioned abruptly. I believe the fault could be from incompatibility between the software and my device or a software clash. Already, I have rebooted the application and updated my system, yet the issue continues. I would greatly value your help in addressing this. Could you please guide me on any additional measures I should undertake to debug the issue? Thanks for your assistance and time.","['high', 'medium', 'low']","[0.6706115007400513, 0.18437767028808594, 0.1450107991695404]"
979,"I am reaching out to request an urgent fix for the integration with Cassandra 4.0 and Monday.com in our project management software. The integration is currently causing problems, and we need a solution as soon as possible. Could you please review this issue and provide an estimated timeline for the fix? We highly appreciate your swift response to this matter.","['high', 'medium', 'low']","[0.6420323848724365, 0.2024555802345276, 0.15551204979419708]"
980,"I am contacting you to report a recent failure in data encryption. This problem may be due to older software. Despite restarting the servers and reviewing the logs, the issue has not been resolved. I would be grateful if you could address this urgently and offer a solution promptly.","['high', 'low', 'medium']","[0.5469294190406799, 0.23026041686534882, 0.22281016409397125]"
981,"Customer Support, submitting a request for enhancements to security protocols related to the management of medical data in hospital systems. We consider the security and integrity of patient data to be of utmost importance and believe that implementing robust security measures can help prevent data breaches and ensure compliance with regulations. Potential enhancements might include multi-factor authentication, encryption, and regular security audits. We would appreciate it if you could look into implementing these measures as soon as possible. Thank you.","['high', 'medium', 'low']","[0.5073937177658081, 0.3603132963180542, 0.1322929561138153]"
982,"I am seeking information on the integration capabilities of the SaaS platform with Smart-Roboter-Staubsauger Chef. Could you provide details on how the systems work together, the features supported, and any limitations? I would appreciate any documentation or guides that could help me understand the integration process, as this information will assist in determining if the platform is suitable for my needs.","['high', 'medium', 'low']","[0.41159820556640625, 0.3813650906085968, 0.20703670382499695]"
983,"An unauthorized access attempt has been identified in our hospital's systems, which could compromise the security of medical data due to outdated software and insufficient network protocols. Initial security assessments have been carried out.","['high', 'medium', 'low']","[0.5281066298484802, 0.3645193874835968, 0.10737387090921402]"
984,I am seeking assistance in optimizing our digital strategies using Microsoft Azure and Zapier. Our goal is to enhance brand growth and market reach. We need help in integrating tools to streamline operations and improve efficiency. Could you please provide guidance on how to get started and recommend best practices for implementation? I look forward to hearing from you soon.,"['high', 'medium', 'low']","[0.6053507328033447, 0.22280007600784302, 0.17184914648532867]"
985,There was a billing error during the recent investment report generation. This might have caused data integration issues or software conflicts. Initial steps include reviewing payment settings and checking software versions and updates to resolve the issue.,"['high', 'medium', 'low']","[0.45817825198173523, 0.35361024737358093, 0.18821150064468384]"
986,"The digital campaigns are not syncing with the Salesforce CRM due to an integration problem with IFTTT and Discord. Despite restarting the Sabrent hub and reviewing Avast settings, the problem still exists. I need help to fix this to make sure our campaign tracking and management are smooth.","['high', 'low', 'medium']","[0.6606066226959229, 0.1849335879087448, 0.15445977449417114]"
987,Today's investment forecasts are imprecise,"['low', 'medium', 'high']","[0.6478591561317444, 0.19429132342338562, 0.15784955024719238]"
988,Project synchronization encountered widespread problems due to recent incompatible API modifications.,"['high', 'medium', 'low']","[0.560271680355072, 0.32093048095703125, 0.11879776418209076]"
989,"Dear Customer Service Representative, I am contacting you to address a critical security breach involving patient medical data. I recently noticed that confidential health information was exposed through unsecured equipment. This situation is highly concerning and could lead to severe privacy and confidentiality breaches. Following an initial review, it seems the security lapse might stem from insufficient encryption and access protocols. Despite updating anti-malware software and security firewall configurations, the problem remains unresolved. I kindly request you to swiftly examine this case and implement measures to stop further leaks. If you need more information, please respond to this email or contact me at the provided number. I am eager to hear from you soon. Sincerely, [Your Name]","['high', 'medium', 'low']","[0.7976205945014954, 0.12412985414266586, 0.07824955135583878]"
990,"Dear Customer Support, I am contacting you to address a problem with our investment predictions software. The predictions stopped working unexpectedly last night, and we believe this might be due to a data feed interruption. We have already reviewed the system logs and restarted the servers, but the issue still exists. We seek your prompt help to resolve this issue. Please inform us if you need further details from us to assist in the diagnostic process. We are eagerly awaiting your response. Thank you for your assistance and time.","['high', 'low', 'medium']","[0.5426729321479797, 0.2637219727039337, 0.19360509514808655]"
991,"Customer Support, we are reporting a serious issue involving a detected data breach in our hospital's systems that has compromised patient medical records. Initial investigation indicates the breach may be due to outdated security protocols. We have reviewed system logs and conducted vulnerability scans, but the issues remain unresolved. We are concerned about the potential consequences and would greatly appreciate immediate assistance in resolving this matter. Please let us know the next steps as soon as possible.","['high', 'medium', 'low']","[0.6848195791244507, 0.17904098331928253, 0.136139377951622]"
992,"Dear Customer Support, <br>We are encountering problems with the investment optimization tool. It is not generating accurate predictions, which might be due to outdated data in Magento. <br>We have already tried updating the data feeds and restarting the analytics service, but the issue still persists. <br>We would appreciate your assistance in resolving this issue. Please provide guidance on how to update the data and troubleshoot the problem. <br>If needed, please let us know if you require any additional information from us. <br>Thank you for your time.","['high', 'low', 'medium']","[0.5014870762825012, 0.29334551095962524, 0.20516741275787354]"
993,"Hello Customer Support, I am contacting you to report an issue with the integration of various tools. It seems the problem could be due to compatibility issues. Despite attempting to resolve it by restarting the services and verifying the API keys, the problem still exists. I hope you can look into this and offer a solution at your earliest convenience. Please inform me if additional information is required. Thank you for your attention and support. I eagerly await your response.","['high', 'low', 'medium']","[0.5825372934341431, 0.21992631256580353, 0.1975363790988922]"
994,"There is an unexpected security alert when accessing secured medical data on hospital systems. The issue might be due to an expired security certificate on the WLAN-Router. Steps taken include rebooting the WLAN-Router and updating the software, but the problem still persists. We would greatly appreciate your prompt assistance in resolving this matter. Please let us know any additional steps you need to troubleshoot and fix the issue. Available for discussion.","['high', 'medium', 'low']","[0.5535797476768494, 0.24275420606136322, 0.20366604626178741]"
995,"Dear Customer Support, I hope this message finds you well. I am writing to inform you about a disruption in my workflow due to tools that are not functioning properly. It is possible that the issue is related to software incompatibility or system overload. I have already attempted restarting, troubleshooting, and checking for updates, but the problem continues. I would greatly appreciate your assistance in resolving this issue and would be grateful if you could look into it promptly. Please let me know if you require any additional information from me to help resolve the issue. I look forward to your prompt response. Thank you for your time and assistance.","['high', 'low', 'medium']","[0.485523521900177, 0.2608107328414917, 0.2536657154560089]"
996,Investment forecasts have come to a standstill. There seems to be a malfunction with the data analytics tool. I have already restarted Keras and reviewed the Airtable connections.,"['low', 'high', 'medium']","[0.5861570835113525, 0.28366580605506897, 0.13017715513706207]"
997,"Customer Support, seeking guidance on integrating Smartsheet with Discord for project management. Would appreciate information on the topic, including the steps involved in setting up the integration, as well as any potential benefits and drawbacks. Also, interested to know if there are any specific requirements or limitations. Additionally, would like assistance in troubleshooting common issues that may arise during the integration process. Thank you for your time and assistance. Looking forward to hearing back soon.","['high', 'medium', 'low']","[0.4579378664493561, 0.3415079414844513, 0.20055416226387024]"
998,"Dear Customer Support, we are currently facing service disruptions across several of our products, including IFTTT and DataRobot. The issue might be a result of unexpected server overload. Initial actions to resolve the problem include restarting affected services and scaling server resources. Despite these steps, the issue continues, and we need your assistance to resolve it. We value your prompt attention to this matter and look forward to your support in restoring full functionality to our services. Please let us know.","['high', 'medium', 'low']","[0.5403913259506226, 0.2438477873802185, 0.2157609462738037]"
999,"Hello Customer Support, I am contacting you to report a problem with our data stream. The stream was unexpectedly interrupted, and we believe it might be caused by a network connectivity problem. We have attempted to restart the services and check the connections, but the issue remains unresolved. The data stream is essential for our operations, and we would appreciate your assistance in addressing this issue promptly. Could you please review this and offer a solution or guidance on how to resolve it? We would be grateful for any support you can provide in restoring the data stream. Thank you for your time and assistance. Sincerely, [Your Name]","['high', 'low', 'medium']","[0.5294743180274963, 0.2632988691329956, 0.20722682774066925]"
1000,Could you inform me about the integration possibilities for a Smart Thermometer with your SaaS project management platform?,"['high', 'medium', 'low']","[0.45263156294822693, 0.42299461364746094, 0.12437384575605392]"
1001,"Access to medical data has been denied, which has led to a system slowdown. This issue might be due to recent software updates or malware. I have already attempted to restart the system and checked the firewall settings.","['high', 'low', 'medium']","[0.402079313993454, 0.3388373851776123, 0.2590833306312561]"
1002,"To the customer support team,\n\nAn incident has occurred involving a data breach affecting patient records. Here are the details:\n\n- What happened: Data breach in patient records.\n- Reasons: Insufficient encryption and outdated equipment.\n- Actions taken: Ran CCleaner, updated PyTorch, and checked SendGrid logs.","['high', 'medium', 'low']","[0.4388582110404968, 0.32766610383987427, 0.2334756702184677]"
1003,Is it possible to get details on digital strategies for brand growth services?,"['high', 'medium', 'low']","[0.41906553506851196, 0.3998836874961853, 0.18105073273181915]"
1004,The website is crashing often after the Magento update because of incompatible plugin versions.,"['high', 'low', 'medium']","[0.5376582741737366, 0.25958868861198425, 0.20275309681892395]"
1005,Is it possible to get details on how digital strategies can effectively boost brand growth?,"['high', 'medium', 'low']","[0.4791748821735382, 0.3375128507614136, 0.183312326669693]"
1006,"An unexpected software crash happened while running data analytics in KNIME, likely due to conflicting updates.","['medium', 'high', 'low']","[0.47995445132255554, 0.40398725867271423, 0.11605827510356903]"
1007,Tasks disappeared owing to an integration glitch with IBM Cloud,"['medium', 'high', 'low']","[0.44861364364624023, 0.322175532579422, 0.22921079397201538]"
1008,"Hello customer support, I'm writing to seek information on the data analytics tools that enhance investment portfolios for financial companies. Could you give me details about the available tools and their capabilities? I would also be grateful if you could elucidate on how these tools assist financial companies in making data-driven decisions and refining their investment tactics. Could you specify if there are any tools that are specially designed for financial firms, and if so, what makes them unique from other data analytics tools? I appreciate your time and look forward to your response. I await your prompt attention.","['high', 'medium', 'low']","[0.5094168782234192, 0.2895912826061249, 0.20099185407161713]"
1009,"Seeking to leverage H2O.ai for enhancing data analytics to optimize investments. Could you provide detailed information on the specific tools and techniques H2O.ai offers to improve investment decisions? I would greatly appreciate any information on how H2O.ai's solutions can help optimize investment portfolios and improve returns. Additionally, could you inform me about the types of data that H2O.ai's tools can analyze and how they integrate with existing systems? Please let me know if you have any case studies or examples of H2O.ai's applications.","['high', 'medium', 'low']","[0.5633777976036072, 0.25118395686149597, 0.18543824553489685]"
1010,"Hello customer support, I am writing to seek information on digital strategies that could propel the growth of my brand through the use of Pro Tools and Docker integration. I am eager to understand how these tools can enhance my business operations. Could you kindly furnish me with relevant details and materials? I would be grateful for any advice or support you can provide. Thank you for your time and assistance. I am looking forward to your response and excited to learn more about this subject and its potential benefits for my enterprise.","['high', 'medium', 'low']","[0.5823811292648315, 0.22326765954494476, 0.1943511962890625]"
1011,"There was an error during the investment optimization process, leading to incorrect analytics results.","['high', 'medium', 'low']","[0.4645851254463196, 0.36805662512779236, 0.16735827922821045]"
1012,"Dear Customer Support,\n\nI am reaching out to inform you about a problem I am experiencing with my ClickUp dashboard. The campaign metrics are failing to update, and I suspect there might be an issue with the integration between ClickUp and PDFfiller. I have already attempted to restart ClickUp and review the API connections, but the problem persists.\n\nHere is a brief description of the issue:\n\nEvent: Campaign metrics are not updating on the ClickUp dashboard.\nCause: Potential integration issue with PDFfiller.\nAttempted Solutions: Restarted ClickUp, verified API connections, but the issue remains unresolved.\n\nI would be grateful if you could look into this matter and provide a resolution at your earliest convenience. Please inform me if you require any additional details from me to address this issue.\n\nThank you for your time and assistance.\n\nSincerely,\n[Your Name]","['high', 'low', 'medium']","[0.5124289989471436, 0.2576395869255066, 0.22993133962154388]"
1013,Which analytics tools are compatible with Cassandra 4.0 to enhance investment optimization and decision-making?,"['medium', 'high', 'low']","[0.43709778785705566, 0.3973947763442993, 0.1655074506998062]"
1014,"Dear Support, I am inquiring about implementing data analytics tools to enhance our investment strategies and optimize portfolio performance across our affected products. Our goal is to leverage data-driven insights to inform our investment decisions and improve overall portfolio returns. I would greatly appreciate your guidance on the tools and methodologies that can help us achieve this objective. Please let us know a convenient time to schedule a consultation to discuss this further. I look forward to hearing from you soon. Thank you for your assistance.","['high', 'medium', 'low']","[0.5384441614151001, 0.24619027972221375, 0.21536554396152496]"
1015,"Last night, our medical data encryption experienced a failure due to a conflict with an outdated MATLAB library. After restarting the servers and checking the MongoDB connections, the problem still exists.","['high', 'medium', 'low']","[0.5588870644569397, 0.2647501826286316, 0.1763627827167511]"
1016,There is a discrepancy in the campaign metrics that might be caused by flawed data tracking.,"['medium', 'high', 'low']","[0.4360943138599396, 0.38278818130493164, 0.181117445230484]"
1017,Unapproved access to patient information resulted from an obsolete Redis 6.2 security flaw.,"['high', 'medium', 'low']","[0.4873557686805725, 0.41161805391311646, 0.10102620720863342]"
1018,"There was an issue with encrypting medical data, which might be related to an outdated macOS Monterey version. A restart and update check were performed.","['medium', 'high', 'low']","[0.46475979685783386, 0.38830989599227905, 0.1469302773475647]"
1019,"Hello Customer Support, I hope this message finds you well. I am reaching out to seek assistance in optimizing our data analytics tools for better investment insights and performance. The current system is lacking in providing the necessary detail and accuracy for making informed decisions. Could you provide more information on the options available to improve our platform and the steps we can take to increase its effectiveness? I would greatly appreciate any advice or suggestions you could offer. Thank you for your time and assistance, and I look forward to your response.","['high', 'low', 'medium']","[0.48538321256637573, 0.25969454646110535, 0.2549222707748413]"
1020,"Dear Support Team, <br><br>Could you please investigate a recent failure in our medical data encryption software? The encryption process stopped working unexpectedly, and we are unable to identify the root cause. We have tried restarting the systems and reviewing the logs, but the problem continues. We have also attempted to reach out to your support team, but we have not received a response. <br><br>The failure of the encryption software poses a serious threat to the security and confidentiality of our medical data. We are concerned that this may lead to the compromise of our systems and the exposure of sensitive information. <br><br>We would greatly appreciate your urgent attention to this matter and prompt resolution. If you need any additional information from us, please let us know. <br><br>Thank you for your swift action. We look forward to your prompt response. <br><br>Sincerely, <br>[Your Name]","['high', 'medium', 'low']","[0.5887577533721924, 0.2141338735818863, 0.19710837304592133]"
1021,Would you be able to offer advice on optimizing investment strategies through the use of data analytics services?,"['medium', 'high', 'low']","[0.4375457465648651, 0.42839932441711426, 0.13405488431453705]"
1022,Which analytics tools are best for optimizing investment portfolios in financial firms? Assistance in identifying the most effective tools would be greatly appreciated.,"['high', 'medium', 'low']","[0.5356754660606384, 0.2768726050853729, 0.18745194375514984]"
